"Gemeinde";"Flaeche";"Bevoelkerung"
"Sankt Oswald-Riedlhütte";40,34;2917
"Neuschönau";27,51;2187
"Spiegelau";47,03;3828
"Waldkirchen, St";80,01;11143
"Eppenschlag";17,03;962
"Innernzell";22,12;1587
"Schöfweg";19,02;1327
"Schönberg, M";32,75;3876
"Hinterschmiding";21,03;2467
"Philippsreut";10,22;628
"Thurmansbang";32,93;2623
"Zenting";22,25;1115
"Fürsteneck";10,43;837
"Perlesreut, M";29,73;2896
"Abensberg, St";60,26;14534
"Bad Abbach, M";55,26;12666
"Kelheim, St";100,23;17044
"Mainburg, St";61,54;15466
"Neustadt a.d.Donau, St";93,53;14714
"Painten, M";36,89;2293
"Riedenburg, St";100,3;6206
"Rohr i.NB, M";54,12;3321
"Essing, M";17,32;1146
"Ihrlerstein";23,03;4329
"Saal a.d.Donau";44,01;5614
"Teugn";17,07;1748
"Hausen";34,59;2224
"Herrngiersdorf";25,07;1389
"Langquaid, M";56,77;5929
"Biburg";14,2;1427
"Kirchdorf";16,49;931
"Siegenburg, M";27,84;4103
"Train";10,15;1900
"Wildenberg";18,16;1441
"Aiglsbach";39,85;1890
"Attenhofen";31,42;1413
"Elsendorf";32,63;2177
"Volkenschwand";29,23;1796
"Adlkofen";47,86;4486
"Altdorf, M";22,99;11362
"Bodenkirchen";61,99;5402
"Buch a.Erlbach";26,72;4149
"Eching";30,14;4255
"Ergolding, M";37,16;13272
"Essenbach, M";83,6;12358
"Geisenhausen, M";62,5;7464
"Hohenthann";68,24;4262
"Kumhausen";37,04;5629
"Neufahrn i.NB";38,76;4488
"Niederaichbach";34,06;4218
"Pfeffenhausen, M";71,76;5235
"Rottenburg a.d.Laaber, St";90,11;8533
"Tiefenbach";24,71;4044
"Vilsbiburg, St";68,84;12584
"Vilsheim";21,71;2803
"Bruckberg";51,09;5703
"Bayerbach b.Ergoldsbach";25,41;2017
"Ergoldsbach, M";56,98;8690
"Furth";20,96;3633
"Obersüßbach";23,6;1727
"Weihmichl";32,17;2552
"Postau";34,8;1739
"Weng";15,62;1525
"Wörth a.d.Isar";4,84;3266
"Aham";38,01;1914
"Gerzen";17,02;1931
"Kröning";39,6;2058
"Schalkham";22,67;927
"Altfraunhofen";24,29;2566
"Baierbach";16,76;806
"Neufraunhofen";17,95;1124
"Velden, M";49,43;6655
"Wurmsham";28,17;1396
"Aicha vorm Wald";20,35;2455
"Aldersbach";45,8;4383
"Bad Füssing";55,06;8128
"Breitenberg";29,84;2013
"Büchlberg";28,12;4265
"Eging a.See, M";23,66;4362
"Fürstenstein";19,3;3569
"Fürstenzell, M";79,36;8487
"Bad Griesbach i.Rottal, St";70,13;9285
"Haarbach";47,71;2550
"Hauzenberg, St";82,79;11781
"Hofkirchen, M";32,7;3769
"Hutthurm, M";37,2;6349
"Kirchham";18,47;2481
"Kößlarn, M";25,48;1921
"Neuburg a.Inn";41,75;4441
"Neuhaus a.Inn";31,07;3595
"Neukirchen vorm Wald";24,3;3042
"Obernzell, M";18,21;3922
"Ortenburg, M";60,74;7437
"Pocking, St";68,86;16399
"Ruderting";12,96;3160
"Ruhstorf a.d.Rott, M";51,46;7114
"Salzweg";31,94;6793
"Sonnen";16,48;1411
"Tettenweis";28,7;1814
"Thyrnau";33,73;4214
"Tiefenbach";49,71;6824
"Untergriesbach, M";73,56;6071
"Vilshofen an der Donau, St";86,29;17960
"Wegscheid, M";80,64;5542
"Windorf, M";56,9;5020
"Tittling, M";20,78;4262
"Witzmannsberg";18,74;1541
"Aidenbach, M";17,1;3127
"Beutelsbach";20,39;1201
"Malching";25,24;1266
"Rotthalmünster, M";44,55;5009
"Arnbruck";37,87;1983
"Bayerisch Eisenstein";47,32;993
"Bischofsmais";46,28;3307
"Bodenmais, M";45,29;3585
"Böbrach";27,55;1612
"Drachselsried";41,73;2451
"Frauenau";60,1;2699
"Geiersthal";22,37;2209
"Kirchberg i.Wald";48,79;4490
"Kirchdorf i.Wald";30,55;2076
"Kollnburg";59,53;2802
"Langdorf";34,35;1871
"Lindberg";108,84;2321
"Patersdorf";17,04;1753
"Prackenbach";40,08;2802
"Regen, St";65,14;11005
"Rinchnach";40,21;3110
"Teisnach, M";25,77;3023
"Viechtach, St";62,46;8585
"Zwiesel, St";41,16;9045
"Achslach";30,04;991
"Gotteszell";9,22;1215
"Ruhmannsfelden, M";5,8;2014
"Zachenberg";27,28;2093
"Arnstorf, M";80,37;7551
"Dietersburg";55,03;3120
"Eggenfelden, St";44,34;14437
"Egglham";36,84;2367
"Gangkofen, M";108,76;6488
"Hebertsfelden";49,9;3754
"Johanniskirchen";40,59;2489
"Julbach";11,3;2375
"Kirchdorf a.Inn";31,64;5462
"Mitterskirchen";24,63;2245
"Pfarrkirchen, St";52,35;13522
"Postmünster";43,5;2396
"Roßbach";48,15;2938
"Schönau";36,13;1951
"Simbach a.Inn, St";47,33;10416
"Triftern, M";62,24;5271
"Unterdietfurt";27,48;2200
"Wittibreut";38,32;1978
"Wurmannsquick, M";49,19;3490
"Zeilarn";28,9;2216
"Falkenberg";66,5;3919
"Malgersdorf";11,48;1274
"Rimbach";22,9;947
"Geratskirchen";12,89;862
"Massing, M";36,14;4140
"Bayerbach";19,43;1688
"Bad Birnbach, M";68,83;5947
"Reut";30,75;1695
"Tann, M";37,54;4034
"Ering";39,56;1852
"Stubenberg";18,19;1412
"Bogen, St";49,74;10278
"Feldkirchen";22,66;2044
"Geiselhöring, St";99,69;7005
"Haibach";32,36;2120
"Kirchroth";42,82;3878
"Konzell";26,75;1835
"Laberweinting";76,12;3485
"Leiblfing";78,41;4354
"Mallersdorf-Pfaffenberg, M";72,56;7064
"Oberschneiding";60,77;3312
"Parkstetten";19,5;3308
"Rattenberg";30,22;1683
"Sankt Englmar";36,88;1927
"Steinach";23,15;3320
"Wiesenfelden";78,2;3877
"Loitzendorf";12,03;646
"Rattiszell";22,17;1537
"Stallwang";20,59;1445
"Ascha";19,55;1631
"Falkenfels";11,49;1045
"Haselbach";18,43;1947
"Mitterfels, M";14,22;2870
"Hunderdorf";22,2;3330
"Neukirchen";24,45;1766
"Windberg";7,97;1123
"Aholfing";21,4;1917
"Atting";14,92;1702
"Perkam";14,23;1617
"Rain";14,29;2983
"Mariaposching";19,61;1403
"Niederwinkling";25,65;2968
"Perasdorf";16,04;526
"Schwarzach, M";33,22;2990
"Aiterhofen";43,09;3514
"Salching";22;2793
"Irlbach";15,84;1163
"Straßkirchen";38,39;3400
"Dingolfing, St";44;20607
"Eichendorf, M";98,19;6664
"Frontenhausen, M";30,43;4784
"Landau a.d.Isar, St";84,4;14121
"Loiching";38,89;3768
"Marklkofen";40,72;3875
"Mengkofen";84,65;6107
"Moosthenning";70,4;5097
"Niederviehbach";29,62;2717
"Pilsting, M";71,2;7087
"Reisbach, M";94,18;7894
"Simbach, M";51,19;4394
"Wallersdorf, M";71,16;7322
"Gottfrieding";27,06;2379
"Mamming";41,48;3490
"Amberg";50,13;42534
"Regensburg";80,86;157443
"Weiden i.d.OPf.";70,57;43052
"Ammerthal";8,14;2070
"Auerbach i.d.OPf., St";78,26;9066
"Ebermannsdorf";45,39;2397
"Edelsfeld";34,71;1982
"Ensdorf";56,11;2073
"Freihung, M";46,35;2577
"Freudenberg";82,04;4138
"Hirschau, St";74,96;5643
"Hohenburg, M";41,51;1555
"Kastl, M";64,88;2561
"Kümmersbruck";47,3;9894
"Poppenricht";11,58;3384
"Rieden, M";32,3;2623
"Schmidmühlen, M";25,3;2349
"Schnaittenbach, St";63,41;4260
"Sulzbach-Rosenberg, St";53,12;19401
"Ursensollen";74,65;3812
"Vilseck, St";64,69;6768
"Gebenbach";18,13;872
"Hahnbach, M";67,38;5042
"Hirschbach";31,03;1182
"Königstein, M";35,13;1719
"Etzelwang";21,68;1392
"Neukirchen b.Sulzbach-Rosenberg";45,76;2537
"Weigendorf";12,58;1223
"Birgland";62,43;1856
"Illschwang";54,22;2060
"Arnschwang";28,32;2043
"Arrach";28,81;2385
"Blaibach";17,02;1939
"Cham, St";80,69;17421
"Chamerau";23,4;2571
"Eschlkam, M";60,47;3352
"Furth im Wald, St";67,06;9032
"Grafenwiesen";10,19;1465
"Hohenwarth";24,22;1967
"Bad Kötzting, St";62,15;7466
"Lam, M";33,38;2708
"Miltach";25,23;2333
"Neukirchen b.Hl.Blut, M";59,86;3650
"Pemfling";44,54;2276
"Rimbach";24,72;1832
"Roding, St";119,61;12972
"Rötz, St";66,67;3358
"Runding";20,94;2312
"Schönthal";43,71;1965
"Schorndorf";38,54;2965
"Traitsching";45,4;4337
"Waffenbrunn";25,17;2042
"Waldmünchen, St";101,17;6700
"Willmering";10,3;2037
"Zandt";21,61;2084
"Lohberg";59,24;1856
"Tiefenbach";45,84;1904
"Treffelstein";20,86;994
"Pösing";9,13;982
"Stamsried, M";43,42;2266
"Gleißenberg";15,38;862
"Weiding";28,16;2459
"Reichenbach";10,53;1335
"Walderbach";34,92;2334
"Zell";32,95;1861
"Wald";37,79;3065
"Falkenstein, M";45,47;3479
"Michelsneukirchen";32,83;1754
"Rettenbach";27,11;1830
"Berching, St";131,18;9044
"Berg b.Neumarkt i.d.OPf.";65,12;8127
"Breitenbrunn, M";70,78;3589
"Deining";71,38;5269
"Dietfurt a.d.Altmühl, St";78,7;6208
"Freystadt, St";80,56;9265
"Hohenfels, M";137,07;2303
"Lauterhofen, M";82,97;3761
"Lupburg, M";30,71;2554
"Mühlhausen";36,98;5228
"Neumarkt i.d.OPf., GKSt";79,01;40808
"Parsberg, St";57,32;7581
"Postbauer-Heng, M";24,65;8052
"Pyrbaum, M";50,29;5831
"Seubersdorf i.d.OPf.";68,28;5335
"Velburg, St";175,66;5478
"Berngau";27,12;2591
"Pilsach";47,65;3003
"Sengenthal";28,51;4059
"Altenstadt a.d.Waldnaab";22,06;4707
"Eslarn, M";55,22;2738
"Floß, M";54,39;3446
"Flossenbürg";23,27;1460
"Grafenwöhr, St";216,21;6567
"Luhe-Wildenau, M";38,66;3471
"Mantel, M";16,81;2790
"Moosbach, M";64,3;2365
"Neustadt a.d.Waldnaab, St";9,93;6001
"Vohenstrauß, St";74,91;7590
"Waidhaus, M";37,32;2140
"Waldthurn, M";30,94;1872
"Windischeschenbach, St";36,37;4953
"Kirchendemenreuth";39,32;884
"Parkstein, M";30,84;2347
"Püchersreuth";25,21;1698
"Störnstein";10,91;1557
"Theisseil";21,39;1210
"Trabitz";26,68;1303
"Pressath, St";66,34;4289
"Schwarzenbach";11,91;1155
"Etzenricht";13,58;1557
"Kohlberg, M";33,52;1216
"Weiherhammer";39,95;3867
"Kirchenthumbach, M";67,42;3240
"Schlammersdorf";20,33;855
"Vorbach";13,54;1057
"Eschenbach i.d.OPf., St";35,13;4399
"Neustadt am Kulm, St";20,3;1135
"Speinshart";23,77;1136
"Irchenrieth";5,27;1617
"Pirk";26,17;1969
"Schirmitz";4,97;1981
"Bechtsrieth";4,79;1096
"Leuchtenberg, M";32,36;1133
"Tännesberg, M";46,56;1457
"Georgenberg";36,81;1313
"Pleystein, St";42,4;2383
"Barbing";30,52;5813
"Beratzhausen, M";72,51;5648
"Bernhardswald";71,8;5447
"Hagelstadt";20,73;1961
"Hemau, St";122,34;9599
"Köfering";5,29;2769
"Lappersdorf, M";34,5;13568
"Mintraching";53,88;4917
"Neutraubling, St";9,75;14295
"Nittendorf, M";33,45;9352
"Obertraubling";24,85;8729
"Pentling";32,47;6213
"Pettendorf";24,57;3529
"Pfatter";48,16;3247
"Regenstauf, M";103,76;16543
"Schierling, M";77,42;8488
"Sinzing";44,03;7576
"Tegernheim";11,43;5750
"Thalmassing";37,11;3565
"Wenzenbach";29,85;8987
"Wiesent";26,73;2689
"Zeitlarn";16,12;5754
"Duggendorf";22,88;1582
"Holzheim a.Forst";15,65;1097
"Kallmünz, M";43,18;2792
"Brunn";16,12;1492
"Deuerling";7,11;1982
"Laaber, M";29,66;5387
"Pielenhofen";14,52;1658
"Wolfsegg";15,34;1561
"Altenthann";21,48;1530
"Bach a.d.Donau";14,7;1825
"Donaustauf, M";9,72;4284
"Brennberg";30,52;2112
"Wörth a.d.Donau, St";52,24;5014
"Alteglofsheim";13,22;3354
"Pfakofen";15,28;1667
"Aufhausen";27,31;1997
"Mötzing";36,17;1350
"Riekofen";23,92;806
"Sünching";19,42;2231
"Bodenwöhr";54,25;4446
"Bruck i.d.OPf., M";52,46;4524
"Burglengenfeld, St";93,26;14484
"Fensterbach";26,85;2446
"Maxhütte-Haidhof, St";34,69;12225
"Neunburg vorm Wald, St";110,14;8413
"Nittenau, St";98,73;9449
"Wernberg-Köblitz, M";66,06;5647
"Oberviechtach, St";62,42;4994
"Schmidgaden";41,24;3062
"Schwandorf, GKSt";123,8;29990
"Teublitz, St";38,23;7820
"Gleiritsch";10,94;643
"Niedermurach";29,97;1250
"Teunz";30,73;1832
"Winklarn, M";33,69;1369
"Altendorf";23,17;883
"Guteneck";35,07;837
"Nabburg, St";62,36;6281
"Schwarzach b.Nabburg";27,36;1398
"Schwarzenfeld, M";38,28;6422
"Stulln";15,53;1672
"Pfreimd, St";51,48;5286
"Trausnitz";17,63;949
"Schönsee, St";50,28;2391
"Stadlern";10,55;517
"Weiding";22,43;453
"Dieterskirchen";24,14;1033
"Neukirchen-Balbini, M";48,26;1148
"Schwarzhofen, M";36,11;1403
"Thanstein";27,86;992
"Steinberg am See";20,21;2015
"Wackersdorf";33,56;5437
"Bärnau, St";74,41;3061
"Erbendorf, St";67,56;5098
"Friedenfels";16,28;1223
"Fuchsmühl, M";14,83;1581
"Immenreuth";26,42;1954
"Konnersreuth, M";23,48;1725
"Kulmain";35,51;2276
"Mähring, M";72,93;1775
"Bad Neualbenreuth, M";50,13;1375
"Plößberg, M";74,21;3136
"Tirschenreuth, St";103,95;8655
"Waldershof, St";60,37;4212
"Waldsassen, St";66,53;6628
"Leonberg";51,34;1028
"Mitterteich, St";39,38;6599
"Pechbrunn";26,46;1338
"Kastl";24,74;1440
"Kemnath, St";56,79;5622
"Brand";10,28;1187
"Ebnath";11,04;1281
"Neusorg";17,83;1886
"Pullenreuth";43,21;1605
"Krummennaab";17,68;1437
"Reuth b.Erbendorf";16,91;1098
"Falkenberg, M";39,26;928
"Wiesau, M";42,71;4024
"Bamberg";54,62;79935
"Bayreuth";66,89;74506
"Coburg";48,29;41842
"Hof";58,02;46656
"Altendorf";8,7;2129
"Bischberg";17,55;6077
"Breitengüßbach";16,86;4457
"Buttenheim, M";30,07;3729
"Frensdorf";44;5203
"Gundelsheim";3,77;3675
"Hallstadt, St";14,6;8876
"Heiligenstadt i.OFr., M";76,7;3630
"Hirschaid, M";40,97;12543
"Kemmern";8,27;2560
"Litzendorf";25,87;6220
"Memmelsdorf";26,24;8827
"Oberhaid";27,05;4734
"Pettstadt";9,88;2116
"Pommersfelden";35,7;3069
"Rattelsdorf, M";39,59;4619
"Scheßlitz, St";94,87;7343
"Stegaurach";23,94;7122
"Strullendorf";31,69;7918
"Viereth-Trunstadt";15,82;3650
"Walsdorf";16,24;2644
"Zapfendorf, M";30,54;5013
"Schlüsselfeld, St";70,24;6137
"Baunach, St";32,14;4015
"Gerach";7,78;1010
"Lauter";12,4;1172
"Reckendorf";13,06;2023
"Königsfeld";42,84;1273
"Stadelhofen";41,1;1259
"Wattendorf";22,24;641
"Burgwindheim, M";37,38;1299
"Ebrach, M";32,26;1896
"Burgebrach, M";87,84;7130
"Schönbrunn i.Steigerwald";24,7;1875
"Lisberg";8,36;1712
"Priesendorf";8,36;1526
"Ahorntal";43,47;2173
"Bad Berneck i.Fichtelgebirge, St";38,26;4510
"Bindlach";37,6;7330
"Bischofsgrün";8,39;1909
"Eckersdorf";36,17;5092
"Fichtelberg";5,16;1818
"Gefrees, St";50,32;4264
"Goldkronach, St";30,68;3513
"Heinersreuth";14,67;3853
"Mehlmeisel";13,23;1326
"Pegnitz, St";99,98;13561
"Pottenstein, St";73,29;5263
"Speichersdorf";52,91;5886
"Waischenfeld, St";57,93;3105
"Warmensteinach";32,61;2300
"Aufseß";29,4;1287
"Hollfeld, St";80,66;4947
"Plankenfels";14;882
"Glashütten";3,53;1340
"Mistelgau";42,51;3921
"Gesees";10,43;1294
"Hummeltal";21,91;2431
"Mistelbach";6,12;1508
"Emtmannsberg";22,33;1031
"Kirchenpingarten";33,54;1270
"Seybothenreuth";17,43;1281
"Weidenberg, M";68,9;5816
"Creußen, St";64,87;5027
"Haag";15,89;973
"Prebitz";20,99;976
"Schnabelwaid, M";21,29;932
"Betzenstein, St";51,84;2529
"Plech, M";15,29;1354
"Ahorn";19,83;4141
"Dörfles-Esbach";3,83;3595
"Ebersdorf b.Coburg";26,36;6218
"Großheirath";22,27;2645
"Itzgrund";33,08;2372
"Lautertal";30,35;4520
"Meeder";73,58;3638
"Neustadt b.Coburg, GKSt";61,89;15064
"Bad Rodach, St";77,65;6606
"Rödental, St";49,97;13033
"Seßlach, St";72,53;3908
"Sonnefeld";34,69;4538
"Untersiemau";20,49;4215
"Weidhausen b.Coburg";9,61;3174
"Weitramsdorf";33,7;5138
"Grub a.Forst";11,97;2806
"Niederfüllbach";2,59;1492
"Eggolsheim, M";48,89;6582
"Egloffstein, M";28,06;2084
"Forchheim, GKSt";44,44;32972
"Gößweinstein, M";57,69;4316
"Hallerndorf";41,31;4219
"Hausen";13,53;3799
"Heroldsbach";15,61;5147
"Igensdorf, M";28,83;5161
"Langensendelbach";9,58;3104
"Neunkirchen a.Brand, M";26,39;8131
"Obertrubach";21,16;2352
"Pretzfeld, M";24,21;2379
"Wiesenttal, M";45,88;2573
"Ebermannstadt, St";49,95;7000
"Unterleinleiter";12,47;1160
"Kunreuth";9,82;1419
"Pinzberg";13,31;1987
"Wiesenthau";6,43;1641
"Kirchehrenbach";8,21;2219
"Leutenbach";19,41;1637
"Weilersbach";8,61;2058
"Effeltrich";11,93;2554
"Poxdorf";5,17;1534
"Dormitz";4,58;2070
"Hetzles";11,77;1368
"Kleinsendelbach";7,5;1464
"Gräfenberg, St";37,83;4294
"Hiltpoltstein, M";25,54;1532
"Weißenohe";4,69;1192
"Bad Steben, M";25,84;3369
"Berg";38,9;2030
"Döhlau";15,25;3783
"Geroldsgrün";15,58;2644
"Helmbrechts, St";58,72;8390
"Köditz";31,45;2460
"Konradsreuth";43,24;3220
"Münchberg, St";68,78;10179
"Naila, St";37,04;7711
"Oberkotzau, M";21,51;5382
"Regnitzlosau";39,9;2263
"Rehau, St";80,33;9369
"Schwarzenbach a.d.Saale, St";59,18;6878
"Schwarzenbach a.Wald, St";36,7;4417
"Selbitz, St";27,75;4249
"Stammbach, M";34,67;2345
"Zell im Fichtelgebirge, M";31,23;1866
"Issigau";18,68;961
"Lichtenberg, St";9,47;1023
"Feilitzsch";30,22;2726
"Gattendorf";22,19;1059
"Töpen";20,8;1004
"Trogen";12,32;1426
"Leupoldsgrün";10,25;1210
"Schauenstein, St";26,66;1878
"Sparneck, M";16,36;1573
"Weißdorf";21,91;1174
"Kronach, St";66,98;16906
"Küps, M";35,63;7802
"Ludwigsstadt, St";58,74;3322
"Nordhalben, M";21,93;1664
"Pressig, M";53,19;3886
"Steinbach a.Wald";36,15;3043
"Steinwiesen, M";55,02;3370
"Stockheim";25,36;4853
"Tettau, M";23,8;2009
"Marktrodach, M";33,32;3705
"Wallenfels, St";45,65;2568
"Weißenbrunn";26,41;2796
"Wilhelmsthal";42,91;3549
"Reichenbach";8,66;673
"Teuschnitz, St";34,25;1927
"Tschirn";20,14;510
"Mitwitz, M";33,19;2802
"Schneckenlohe";9,31;1008
"Himmelkron";23,06;3461
"Kulmbach, GKSt";92,77;25818
"Mainleus, M";49,41;6510
"Marktschorgast, M";15,81;1382
"Neudrossenfeld";50,25;3775
"Neuenmarkt";18,95;2947
"Presseck, M";54,82;1712
"Thurnau, M";64,18;4131
"Wirsberg, M";17,21;1858
"Rugendorf";17,32;967
"Stadtsteinach, St";39,8;3205
"Grafengehaig, M";20,81;834
"Marktleugast, M";33,87;3137
"Guttenberg";10,66;470
"Kupferberg, St";8,29;1058
"Ludwigschorgast, M";5,94;994
"Untersteinach";11,43;1787
"Kasendorf, M";39;2451
"Wonsees, M";36,79;1154
"Harsdorf";11,25;934
"Ködnitz";19,62;1505
"Trebgast";17,08;1563
"Altenkunstadt";32,9;5614
"Burgkunstadt, St";40,6;6470
"Ebensfeld, M";68,72;5552
"Lichtenfels, St";122,16;20217
"Michelau i.OFr.";19,35;6233
"Bad Staffelstein, St";99,51;10683
"Weismain, St";90,14;4774
"Marktgraitz, M";3,75;1178
"Redwitz a.d.Rodach";14,66;3386
"Hochstadt a.Main";13,78;1615
"Marktzeuln, M";6,86;1606
"Arzberg, St";43,19;5062
"Kirchenlamitz, St";48,48;3153
"Marktleuthen, St";35,48;2899
"Marktredwitz, GKSt";49,52;17206
"Röslau";29,83;2076
"Schönwald, St";19,19;3183
"Selb, GKSt";86,07;14763
"Weißenstadt, St";42,23;3072
"Wunsiedel, St";54,88;9243
"Höchstädt i.Fichtelgebirge";14,95;1049
"Thiersheim, M";24,42;1747
"Thierstein, M";12,93;1126
"Hohenberg a.d.Eger, St";15,66;1421
"Schirnding, M";16,51;1147
"Bad Alexandersbad";8,94;957
"Nagel";7,78;1737
"Tröstau";19,29;2165
"Ansbach";99,91;42221
"Erlangen";76,96;116562
"Fürth";63,35;131433
"Nürnberg";186,44;523026
"Schwabach";40,8;41227
"Arberg, M";31,29;2205
"Aurach";36,66;3131
"Bechhofen, M";61,85;6185
"Burgoberbach";12,61;3720
"Colmberg, M";38,34;2135
"Dietenhofen, M";63,93;5716
"Dinkelsbühl, GKSt";75,16;12267
"Dürrwangen, M";23,03;2642
"Feuchtwangen, St";137,21;12683
"Flachslanden, M";40,93;2378
"Heilsbronn, St";62,23;9875
"Herrieden, St";81,66;8304
"Langfurth";21,15;2048
"Lehrberg, M";50,85;3129
"Leutershausen, St";84,07;5669
"Lichtenau, M";41,35;3841
"Merkendorf, St";26,07;3071
"Neuendettelsau";33,81;8139
"Oberdachstetten";23,62;1636
"Petersaurach";41,81;5050
"Rothenburg ob der Tauber, GKSt";41,67;11347
"Sachsen b.Ansbach";20,94;3628
"Schnelldorf";51,43;3671
"Schopfloch, M";15,34;2979
"Wassertrüdingen, St";53,57;6309
"Windsbach, St";68,12;6225
"Adelshofen";27,18;950
"Gebsattel";19,12;1764
"Geslau";41,96;1372
"Insingen";21,32;1202
"Neusitz";13,78;2093
"Ohrenbach";22,74;585
"Steinsfeld";31,8;1264
"Windelsbach";38,47;1068
"Buch a.Wald";26,43;1050
"Diebach";22,34;1161
"Dombühl, M";17,89;1919
"Schillingsfürst, St";27,5;2825
"Wettringen";21,41;999
"Wörnitz";24,46;1924
"Bruckberg";7,61;1332
"Rügland";20,91;1305
"Weihenzell";45,22;2961
"Ornbau, St";15,16;1719
"Weidenbach, M";21,71;2452
"Burk";14,08;1098
"Dentlein a.Forst, M";18,01;2361
"Wieseth";20,59;1347
"Mönchsroth";11,92;1681
"Weiltingen, M";24,02;1408
"Wilburgstetten";25,28;2151
"Ehingen";47,6;1964
"Gerolfingen";12,59;958
"Röckingen";10,91;740
"Unterschwaningen";18,57;867
"Wittelshofen";24,23;1270
"Mitteleschenbach";10,51;1672
"Wolframs-Eschenbach, St";25,47;3178
"Adelsdorf";31,68;9352
"Baiersdorf, St";11,81;8076
"Bubenreuth";4,14;4599
"Eckental, M";29,72;14705
"Hemhofen";6,75;5433
"Heroldsberg, M";11,09;8582
"Herzogenaurach, St";47,62;24404
"Höchstadt a.d.Aisch, St";70,87;13931
"Kalchreuth";10,86;3037
"Möhrendorf";13,17;4912
"Röttenbach";7,76;4782
"Wachenroth, M";23,17;2341
"Weisendorf, M";36,75;6831
"Gremsdorf";12,96;1653
"Lonnerstadt, M";22,71;2109
"Mühlhausen, M";16,6;1847
"Vestenbergsgreuth, M";31,84;1608
"Aurachtal";18,4;3155
"Oberreichenbach";4,82;1360
"Buckenhof";1,39;3157
"Marloffstein";6,62;1573
"Spardorf";3,22;2253
"Uttenreuth";5,95;5070
"Großenseebach";7,2;2487
"Heßdorf";24,77;3737
"Ammerndorf, M";5,06;2074
"Cadolzburg, M";45,39;11414
"Großhabersdorf";35,48;4434
"Langenzenn, St";46,33;10887
"Oberasbach, St";12,08;17810
"Puschendorf";3,39;2283
"Roßtal, M";44,34;10083
"Stein, St";19,51;14556
"Wilhermsdorf, M";26,64;5538
"Zirndorf, St";28,79;26234
"Seukendorf";8,48;3182
"Veitsbronn";16,18;6738
"Obermichelbach";9,27;3302
"Tuchenbach";6,48;1388
"Altdorf b.Nürnberg, St";48,59;15700
"Burgthann";39,19;11771
"Feucht, M";9,81;14169
"Hersbruck, St";22,9;12681
"Kirchensittenbach";43,21;2095
"Lauf a.d.Pegnitz, St";59,86;26420
"Leinburg";29,44;6838
"Neuhaus a.d.Pegnitz, M";23,3;2826
"Neunkirchen a.Sand";14,13;4669
"Ottensoos";10;2048
"Pommelsbrunn";50,05;5450
"Reichenschwand";6,84;2428
"Röthenbach a.d.Pegnitz, St";14,29;12531
"Rückersdorf";3,57;4799
"Schnaittach, M";49,34;8516
"Schwaig b.Nürnberg";5,9;9059
"Schwarzenbruck";22,25;8600
"Simmelsdorf";40,87;3387
"Winkelhaid";6,45;4278
"Hartenstein";24,76;1448
"Velden, St";21,34;1813
"Vorra";22,08;1745
"Alfeld";17,95;1121
"Happurg";42,57;3755
"Engelthal";13,63;1120
"Henfenfeld";6,64;1792
"Offenhausen";22,5;1606
"Bad Windsheim, St";78,24;12643
"Burghaslach, M";43,97;2702
"Dietersheim";31,23;2226
"Emskirchen, M";67,29;6168
"Ipsheim, M";42,24;2216
"Markt Erlbach, M";60,89;5719
"Neustadt a.d.Aisch, St";61,21;13419
"Obernzenn, M";39,67;2595
"Langenfeld";7,2;1057
"Markt Bibart, M";30,11;1885
"Markt Taschendorf, M";27,68;1025
"Oberscheinfeld, M";42,25;1121
"Scheinfeld, St";45,12;4846
"Sugenheim, M";63,38;2377
"Ergersheim";30;1081
"Gollhofen";17,02;899
"Hemmersheim";23,83;631
"Ippesheim, M";23,56;1125
"Markt Nordheim, M";39,31;1165
"Oberickelsheim";18,22;743
"Simmershofen";34,2;966
"Uffenheim, St";59,47;6739
"Weigenheim";32,64;1015
"Hagenbüchach";11,5;1663
"Wilhelmsdorf";7,8;1528
"Baudenbach, M";22,09;1231
"Diespeck";21;3835
"Gutenstetten";21,36;1309
"Münchsteinach";29,46;1458
"Dachsbach, M";20,57;1797
"Gerhardshofen";27,22;2544
"Uehlfeld, M";31,23;3152
"Burgbernheim, St";42,3;3483
"Gallmersgarten";15,18;783
"Illesheim";21,42;974
"Marktbergel, M";24,19;1615
"Neuhof a.d.Zenn, M";30,85;2198
"Trautskirchen";19,81;1370
"Abenberg, St";48,41;5607
"Allersberg, M";59,7;8457
"Büchenbach";30,76;5392
"Georgensgmünd";46,89;6872
"Greding, St";103,73;7148
"Heideck, St";58,64;4659
"Hilpoltstein, St";89,72;13868
"Kammerstein";37,08;3111
"Schwanstetten, M";32,35;7284
"Rednitzhembach";13,01;7077
"Röttenbach";21,64;3377
"Rohr";46,53;3780
"Roth, St";96,33;25367
"Spalt, St";55,67;5204
"Thalmässing, M";80,55;5402
"Wendelstein, M";50,88;16089
"Muhr a.See";10,95;2433
"Gunzenhausen, St";82,72;17239
"Langenaltheim";39,06;2335
"Pappenheim, St";64,32;3969
"Pleinfeld, M";71,36;7784
"Polsingen";33,86;1821
"Solnhofen";13,56;1740
"Treuchtlingen, St";103,38;13112
"Weißenburg i.Bay., GKSt";97,58;18854
"Absberg, M";18,98;1476
"Haundorf";51,34;2844
"Pfofeld";23,88;1631
"Theilenhofen";20,33;1168
